X,Y,OBJECTID,NCESSCH,NAME,IPR_EST,IPR_SE,SCHOOLYEAR,LAT,LON
-74.3277729998391,39.6293400002031,57550,340870006051,Frog Pond Elementary School,434,65,2018-2019,39.62934,-74.327773
-75.3567209994705,39.7564299999255,57575,340888000443,Center Square School,498,86,2018-2019,39.75643,-75.356721
-75.3563229999318,39.7514690000602,57576,340888002582,Logan Township Elementary School,530,80,2018-2019,39.751469,-75.356323
-75.3563430001321,39.7515169998311,57577,340888003231,Logan Middle School,530,80,2018-2019,39.751517,-75.356343
-74.1766000000318,39.6550140001306,57578,340891004654,Ethel A. Jacobsen Elementary School,443,74,2018-2019,39.655014,-74.1766
-74.1833760002609,39.6440490001603,57579,340891004656,Long Beach Island Grade School,504,91,2018-2019,39.644049,-74.183376
-75.4109940000139,39.4641560002107,57590,340903005034,Lower Alloways Creek Elementary School,400,71,2018-2019,39.464156,-75.410994
-74.9052570005216,38.9787400002132,57591,340909001720,Lower Cape May Regional High School,392,86,2018-2019,38.97874,-74.905257
-74.9052570005216,38.9787400002132,57592,340909001722,Richard M. Teitelman Middle School,392,86,2018-2019,38.97874,-74.905257
-75.5186170003508,39.6504370005227,57593,340912005064,Pennsville Memorial High School,411,78,2018-2019,39.650437,-75.518617
-75.5169509993123,39.6486440003005,57594,340912005066,Pennsville Middle School,412,81,2018-2019,39.648644,-75.516951
-75.5063219998247,39.6612749998657,57595,340912005068,Central Park Elementary School,290,63,2018-2019,39.661275,-75.506322
-75.5295189996118,39.6414059997133,57596,340912005072,Penn Beach Elementary,370,75,2018-2019,39.641406,-75.529519
-75.5044849999029,39.6341050003047,57597,340912005076,Valley Park Elementary School,379,79,2018-2019,39.634105,-75.504485
-74.9213700005208,38.9704309996839,57598,340915001726,Sandman Consolidated School,302,61,2018-2019,38.970431,-74.92137
-74.9228059995539,38.9712509996682,57599,340915001728,Maud Abrams School,301,60,2018-2019,38.971251,-74.922806
-74.9371899998119,39.0086380001199,57600,340915005909,David C. Douglass Memorial School,273,50,2018-2019,39.008638,-74.93719
-74.9206280003768,38.9666249999699,57601,340915006054,Carl T. Mitnick School,297,61,2018-2019,38.966625,-74.920628
-74.7853380001109,39.9729649996758,57602,340918000222,Bobby's Run Elementary School,443,88,2018-2019,39.972965,-74.785338
-74.7962800004156,39.9644900001316,57603,340918000703,Ashbrook Elementary School,836,82,2018-2019,39.96449,-74.79628
-74.8079380001118,39.9681489997718,57604,340918001098,Florence L. Walther School,708,160,2018-2019,39.968149,-74.807938
-74.7848209999341,39.9728739997588,57605,340918006092,Lumberton Middle School,400,82,2018-2019,39.972874,-74.784821
-75.0342820004421,39.8583589997728,57634,340930001592,Magnolia,269,75,2018-2019,39.858359,-75.034282
-74.5766469997146,39.3458679996256,57641,340936000158,Mainland Regional High School,542,77,2018-2019,39.345868,-74.576647
-74.2990949999518,40.0169590004125,57652,340945000031,Manchester Township Elementary School,438,131,2018-2019,40.016959,-74.299095
-74.3099859997994,40.0054250002793,57653,340945004660,Manchester Township High School,424,123,2018-2019,40.005425,-74.309986
-74.2655190003849,40.0198850001227,57654,340945004662,Ridgeway Elementary School,436,112,2018-2019,40.019885,-74.265519
-74.3779030006597,39.9591139997355,57655,340945004664,Whiting Elementary School,385,127,2018-2019,39.959114,-74.377903
-74.2636389998867,40.0188179999281,57656,340945005967,Manchester Township Middle School,435,109,2018-2019,40.018818,-74.263639
-74.3549910002864,40.0569869998719,57657,340945005983,Manchester Regional Day School,499,111,2018-2019,40.056987,-74.354991
-75.4234929995025,39.6015559997882,57658,340948005036,Mannington Township Elementary School,338,119,2018-2019,39.601556,-75.423493
-74.689145999579,40.0883419994936,57659,340951000704,Mansfield Township Elementary School,517,151,2018-2019,40.088342,-74.689146
-74.7186960000526,40.0740890000921,57660,340951001100,John Hydock Elementary School,538,150,2018-2019,40.074089,-74.718696
-75.1810850004371,39.7725070005341,57663,340960002586,Centre City Elementary School,457,64,2018-2019,39.772507,-75.181085
-75.1688350005994,39.7847169996478,57664,340960002588,J. Mason Tomlin Elementary School,485,101,2018-2019,39.784717,-75.168835
-75.1367909994439,39.7654710001172,57665,340960002590,Sewell Elementary School,471,92,2018-2019,39.765471,-75.136791
-75.0061580005014,39.9475719997559,57670,340966001104,Maple Shade High School,405,57,2018-2019,39.947572,-75.006158
-74.9978519995605,39.945774000173,57671,340966001106,Maude M. Wilkins Elementary School,411,59,2018-2019,39.945774,-74.997852
-75.0123979996472,39.968083999987,57672,340966001108,Howard R. Yocum Elementary School,368,36,2018-2019,39.968084,-75.012398
-74.9971070002264,39.9573030004421,57673,340966001110,Ralph J. Steinhauer Elementary School,371,56,2018-2019,39.957303,-74.997107
-74.5017820003293,39.3340399997566,57674,340969000162,Eugene A. Tighe Middle School,531,98,2018-2019,39.33404,-74.501782
-74.5026139998659,39.3318030004247,57675,340969000393,William H. Ross III School,529,103,2018-2019,39.331803,-74.502614
-74.9800109999454,39.3083100002492,57691,340978001862,Maurice River Township School,341,102,2018-2019,39.30831,-74.980011
-74.8057170001485,39.8668589999001,57694,340984001114,Neeta School,536,57,2018-2019,39.866859,-74.805717
-74.8049439994445,39.8527570000546,57695,340984001116,Nokomis School,552,61,2018-2019,39.852757,-74.804944
-74.8483350005869,39.9050159999229,57696,340987000540,Kirby's Mill Elementary School,560,103,2018-2019,39.905016,-74.848335
-74.8450099995856,39.8541630002548,57697,340987001120,Cranberry Pines Elementary,512,61,2018-2019,39.854163,-74.84501
-74.8237140000039,39.891125000182,57698,340987001122,Haines Sixth Grade Center,521,58,2018-2019,39.891125,-74.823714
-74.8247529996497,39.8885559996018,57699,340987001124,Medford Memorial Middle School,521,60,2018-2019,39.888556,-74.824753
-74.8271120000054,39.898252999725,57700,340987001126,Milton H. Allen Elementary School,516,58,2018-2019,39.898253,-74.827112
-74.8441800001318,39.8807679999009,57701,340987001128,Taunton Forge Elementary School,481,47,2018-2019,39.880768,-74.84418
-74.8059359996742,39.8965240002852,57702,340987006113,Chairville Elementary School,518,40,2018-2019,39.896524,-74.805936
-75.0488700001901,39.9492940001607,57712,340996001594,Merchantville Elementary School,399,114,2018-2019,39.949294,-75.04887
-74.8303730006333,39.0762479998285,57717,341002000033,Middle Township Elementary #2,393,71,2018-2019,39.076248,-74.830373
-74.8192739998072,39.0753840001554,57718,341002001732,Middle Township High School,389,77,2018-2019,39.075384,-74.819274
-74.8242989998781,39.0783830000097,57719,341002001734,Middle Township Elementary #1,396,73,2018-2019,39.078383,-74.824299
-74.8190230002294,39.073789999612,57720,341002001738,Middle Township Elementary #4,387,78,2018-2019,39.07379,-74.819023
-75.0447440005881,39.3867489998286,57767,341032000061,Silver Run Elementary School,279,95,2018-2019,39.386749,-75.044744
-75.0421699994282,39.417662000159,57768,341032000271,Lakeside Middle School,425,136,2018-2019,39.417662,-75.04217
-75.0193890002556,39.3986040001773,57769,341032001868,Millville Senior High School,210,83,2018-2019,39.398604,-75.019389
-75.0322920005024,39.4027630003151,57770,341032001870,Memorial High School,178,53,2018-2019,39.402763,-75.032292
-75.0307469997766,39.3872209996864,57771,341032001872,R. M. Bacon Elementary School,195,69,2018-2019,39.387221,-75.030747
-75.02163800038,39.4144860002461,57772,341032001874,Child Family Center,327,111,2018-2019,39.414486,-75.021638
-74.995617999698,39.3853660000649,57773,341032001878,Holly Heights Elementary School,368,133,2018-2019,39.385366,-74.995618
-75.0609380001783,39.4001790003048,57774,341032001880,Mount Pleasant Elementary School,314,120,2018-2019,39.400179,-75.060938
-75.0737740002265,39.389228000122,57775,341032001882,Rieck Avenue Elementary School,329,102,2018-2019,39.389228,-75.073774
-75.0030719999274,39.6809869999655,57779,341047000183,Williamstown Middle School,346,91,2018-2019,39.680987,-75.003072
-74.996741999487,39.6821710003426,57780,341047000397,Oak Knoll Elementary School,324,69,2018-2019,39.682171,-74.996742
-75.0109349999647,39.6823300003562,57781,341047002594,Willliamstown High School,441,104,2018-2019,39.68233,-75.010935
-75.0048179996912,39.6948530003214,57782,341047002596,Holly Glen Elementary School,420,89,2018-2019,39.694853,-75.004818
-74.9483000004116,39.646448999688,57783,341047002600,Whitehall Elementary School,297,71,2018-2019,39.646449,-74.9483
-74.9789659996409,39.6902809998456,57784,341047005938,Radix Elementary,464,130,2018-2019,39.690281,-74.978966
-74.9140089995654,39.9840459997447,57820,341071000421,Moorestown Upper Elementary School,728,152,2018-2019,39.984046,-74.914009
-74.9432689999608,39.9862720001399,57821,341071001132,Moorestown High School,777,105,2018-2019,39.986272,-74.943269
-74.956747999891,39.9691599996663,57822,341071001134,George C. Baker Elementary School,672,125,2018-2019,39.96916,-74.956748
-74.9533449995903,39.9592200000501,57823,341071001138,Mary E. Roberts Elementary School,641,159,2018-2019,39.95922,-74.953345
-74.9425550001128,39.9841570004212,57824,341071001140,William Allen Middle School,818,108,2018-2019,39.984157,-74.942555
-74.9289899996845,39.9671900003377,57825,341071001142,South Valley Elementary School,772,168,2018-2019,39.96719,-74.92899
-75.0852209995033,39.8785349999537,57848,341089001598,Raymond W. Kershaw School,307,146,2018-2019,39.878535,-75.085221
-75.0906950001198,39.881070000102,57849,341089001600,Mary Bray Elementary School,411,138,2018-2019,39.88107,-75.090695
-74.7824970003483,39.9892200002472,57850,341092001148,John Brainerd Elementary School,224,72,2018-2019,39.98922,-74.782497
-74.7804039998966,40.0024960003844,57851,341092001150,Gertrude C. Folwell Elementary School,391,79,2018-2019,40.002496,-74.780404
-74.7953829998147,40.0008549996161,57852,341092001152,F. W. Holbein Middle School,373,73,2018-2019,40.000855,-74.795383
-74.8743220003475,39.950421999637,57853,341095000125,Hartford Upper Elementary School,597,184,2018-2019,39.950422,-74.874322
-74.8685550002683,39.935792999754,57854,341095000423,Springville Elementary School,798,131,2018-2019,39.935793,-74.868555
-74.9734290000442,39.9255800000497,57855,341095001156,Countryside Elementary School,458,122,2018-2019,39.92558,-74.973429
-74.8641780002446,39.9818030004226,57856,341095001158,Fleetwood Elementary School,393,108,2018-2019,39.981803,-74.864178
-74.8891319996012,39.9354579997365,57857,341095001160,Hillside Elementary School,818,138,2018-2019,39.935458,-74.889132
-74.8881139998819,39.9330239996284,57858,341095001164,T. E. Harrington Middle School,827,118,2018-2019,39.933024,-74.888114
-74.9446650002327,39.9296940001778,57859,341095001166,Parkway Elementary School,629,154,2018-2019,39.929694,-74.944665
-74.8767509994994,39.9660049998965,57860,341095006070,Larchmont Elementary School,340,96,2018-2019,39.966005,-74.876751
-74.712471000252,39.5800850002613,57873,341107000172,Mullica Township Primary School,366,115,2018-2019,39.580085,-74.712471
-74.7124749995731,39.5800930003404,57874,341107000174,Mullica Township Middle School,366,115,2018-2019,39.580093,-74.712475
-75.1814649993641,39.8652130001517,57875,341110002602,National Park School,318,57,2018-2019,39.865213,-75.181465
-74.6190090004311,40.0349480003662,57897,341125001168,New Hanover Township School,232,45,2018-2019,40.034948,-74.619009
-74.5808939999489,40.0491170002043,57995,341158001174,Discovery Elementary School,306,57,2018-2019,40.049117,-74.580894
-74.5881490000793,40.0743619998041,57996,341158001178,Clarence B. Lamb Elementary School,431,122,2018-2019,40.074362,-74.588149
-74.5861589998635,40.0724310003174,57997,341158002943,North Hanover Township Upper Elementary School,384,118,2018-2019,40.072431,-74.586159
-74.5779190004134,40.0494640001798,57998,341158006055,Atlantis Elementary School,337,63,2018-2019,40.049464,-74.577919
-74.7975210001253,38.9988300003708,58007,341167001742,Margaret Mace Elementary School,264,66,2018-2019,38.99883,-74.797521
-74.6855409997362,40.0880769999166,58008,341170001182,Northern Burlington County Regional High School,504,149,2018-2019,40.088077,-74.685541
-74.6887679994607,40.0907689998927,58009,341170001184,Northern Burlington County Regional Middle School,520,142,2018-2019,40.090769,-74.688768
-74.5610080002043,39.3670339999048,58014,341179000215,Northfield Community Middle School,455,82,2018-2019,39.367034,-74.561008
-74.5610080006529,39.3671049997223,58015,341179000217,Northfield Community Elementary School,455,82,2018-2019,39.367105,-74.561008
-75.0835060002492,39.8996629998015,58029,341194001604,Oaklyn Public School,296,72,2018-2019,39.899663,-75.083506
-74.5677069998506,39.2797660003255,58030,341197001746,Ocean City High School,391,71,2018-2019,39.279766,-74.567707
-74.5930439994302,39.2704710003391,58031,341197001748,Ocean City Intermediate School,468,85,2018-2019,39.270471,-74.593044
-74.5723649995511,39.2835359997331,58032,341197001750,Ocean City Primary School,375,67,2018-2019,39.283536,-74.572365
-74.2558509998969,39.7170100002082,58033,341198000559,Marine Academy of Technology and Environmental Science,512,92,2018-2019,39.71701,-74.255851
-74.3550709995634,39.5771979998143,58034,341198003255,Ocean County Vocational Technical School Culinary Center,318,67,2018-2019,39.577198,-74.355071
-74.354871999608,40.0586569999647,58036,341198004672,Ocean County Vocational Technical School Jackson Center,512,101,2018-2019,40.058657,-74.354872
-74.1955859996231,39.9826740003652,58037,341198004674,Ocean County Vocational Technical School Toms River Center,387,107,2018-2019,39.982674,-74.195586
-74.2466149996526,39.7957200003511,58038,341198004676,Ocean County Vocational Technical School Waretown Center,421,179,2018-2019,39.79572,-74.246615
-74.3159229999466,40.0289019996858,58039,341198006122,Performing Arts Academy of the Ocean County Vocational Tech,441,134,2018-2019,40.028902,-74.315923
-74.1430080000164,39.9238669995884,58040,341203004678,Ocean Gate Elementary School,374,114,2018-2019,39.923867,-74.143008
-74.2023909998095,39.7905400002767,58046,341209004682,Frederic A. Priff Elementary School,349,112,2018-2019,39.79054,-74.202391
-74.2010969997958,39.7887709995364,58047,341209004684,Waretown Elementary School,346,107,2018-2019,39.788771,-74.201097
-75.4040109999618,39.7546719999334,58053,341221005042,Oldmans Township School,497,113,2018-2019,39.754672,-75.404011
-75.0274209998763,40.0028499996965,58072,341239001188,Palmyra High School,256,57,2018-2019,40.00285,-75.027421
-75.0215609998265,39.9973089995309,58073,341239001190,Charles Street School,237,46,2018-2019,39.997309,-75.021561
-75.2449499998884,39.8368010003188,58177,341272002608,Paulsboro High School,292,84,2018-2019,39.836801,-75.24495
-75.2431430001454,39.8424169998692,58178,341272002610,Billingsport Elementary School,292,93,2018-2019,39.842417,-75.243143
-75.2412169998646,39.8262890000227,58179,341272002612,Loudenslager Elementary School,297,82,2018-2019,39.826289,-75.241217
-75.2449499998884,39.8368010003188,58180,341272003289,PAULSBORO JUNIOR HIGH SCHOOL,292,84,2018-2019,39.836801,-75.24495
-74.65975899976,39.9986159996654,58181,341281001200,Helen A. Fort Middle School,374,140,2018-2019,39.998616,-74.659759
-74.6857019993906,39.9921780001985,58182,341281001202,Pemberton Township High School,496,193,2018-2019,39.992178,-74.685702
-74.6818689996201,39.9620639995236,58183,341281001208,Howard L. Emmons,310,82,2018-2019,39.962064,-74.681869
-74.5869739998898,39.9766399996989,58184,341281001210,Harker-Wylie School,267,22,2018-2019,39.97664,-74.586974
-74.6275490001521,39.9933060000201,58185,341281001216,Fort Dix Elementary School,245,36,2018-2019,39.993306,-74.627549
-74.5922869996504,39.9559700000081,58186,341281001220,Alexander Denbo,268,25,2018-2019,39.95597,-74.592287
-74.6817129998455,39.9597580000136,58187,341281001222,Samuel T. Busansky School,304,76,2018-2019,39.959758,-74.681713
-74.5879999996293,39.9750949999883,58188,341281001224,Joseph S. Stackhouse School,267,22,2018-2019,39.975095,-74.588
-74.6833650000184,39.9875030000518,58189,341281003167,Pemberton Early Childhood Education Center,446,170,2018-2019,39.987503,-74.683365
-74.6784309998192,39.9828300003513,58190,341281003398,Marcus Newcomb Middle School,398,125,2018-2019,39.98283,-74.678431
-74.5885030001527,39.9762520003674,58191,341281003399,Isaiah Haines,267,22,2018-2019,39.976252,-74.588503
-75.4576590005437,39.7165019997176,58192,341284005048,Penns Grove High School,236,63,2018-2019,39.716502,-75.457659
-75.472255000062,39.7202329997183,58193,341284005052,Paul W Carleton,203,45,2018-2019,39.720233,-75.472255
-75.4584590000819,39.7296060002384,58194,341284005054,Field Street School,267,69,2018-2019,39.729606,-75.458459
-75.4703759998938,39.7148229995275,58195,341284005056,Lafayette - Pershing,239,54,2018-2019,39.714823,-75.470376
-75.4712600003401,39.7195590002545,58196,341284005058,Penns Grove Middle School,208,46,2018-2019,39.719559,-75.47126
-75.0301680004349,39.9639810003161,58197,341287000493,Pennsauken Intermediate School,341,59,2018-2019,39.963981,-75.030168
-75.0273319998757,39.9867970000062,58198,341287001610,Pennsauken High School,250,134,2018-2019,39.986797,-75.027332
-75.028573999408,39.9640050002295,58199,341287001612,Howard M. Phifer Middle School,336,56,2018-2019,39.964005,-75.028574
-75.0772719999715,39.9605290003825,58200,341287001622,Baldwin Elementary School,155,39,2018-2019,39.960529,-75.077272
-75.0406870004708,39.9623610000992,58201,341287001624,Benjamin Franklin Elementary School,371,58,2018-2019,39.962361,-75.040687
-75.0542799998678,39.9753329997634,58202,341287001630,Delair Elementary School,306,60,2018-2019,39.975333,-75.05428
-75.068337000423,39.9420030005262,58203,341287001632,G.H. Carson Elementary School,222,64,2018-2019,39.942003,-75.068337
-75.0282280004556,39.9561529996332,58204,341287001634,George,302,60,2018-2019,39.956153,-75.028228
-75.0642140005368,39.9649099998413,58205,341287001636,Longfellow Elementary School,226,42,2018-2019,39.96491,-75.064214
-75.0553169993389,39.9419010002591,58206,341287001638,Roosevelt Elementary School,391,113,2018-2019,39.941901,-75.055317
-75.0815800002366,39.9371690000645,58207,341287002927,A.E. Burling Elementary School,217,43,2018-2019,39.937169,-75.08158
-74.9659329996054,39.77786000029,58229,341299000432,Overbrook Senior High School,312,84,2018-2019,39.77786,-74.965933
-74.9686210000609,39.7777080000046,58230,341299000433,Pine Hill Middle School,315,86,2018-2019,39.777708,-74.968621
-74.9864589995215,39.7895389997011,58231,341299001642,Dr. Albert M. Bean School,290,67,2018-2019,39.789539,-74.986459
-74.9794639994491,39.7773249999206,58232,341299001644,John H. Glenn School,281,71,2018-2019,39.777325,-74.979464
-74.3597709999565,39.6105419999245,58233,341300005917,Pinelands Regional High School,370,67,2018-2019,39.610542,-74.359771
-74.3604389994548,39.6141410000376,58234,341300006101,Pinelands Regional Junior High School,393,73,2018-2019,39.614141,-74.360439
-75.1273489994266,39.7351330001057,58245,341308000095,Pitman Middle School,375,74,2018-2019,39.735133,-75.127349
-75.1270589998207,39.7406110001998,58246,341308002616,Pitman High School,405,87,2018-2019,39.740611,-75.127059
-75.1207660004217,39.7269789999354,58247,341308002618,Elwood Kindle Elementary School,420,75,2018-2019,39.726979,-75.120766
-75.1402050003316,39.7347399996157,58248,341308002620,Memorial Elementary School,417,79,2018-2019,39.73474,-75.140205
-75.1361589997695,39.7292230003025,58249,341308002626,W.C.K. Walls Elementary School,366,65,2018-2019,39.729223,-75.136159
-75.1768460003873,39.5928709996633,58250,341311003113,Elmer Elementary School,411,63,2018-2019,39.592871,-75.176846
-75.1630089996175,39.5289220002212,58251,341311005080,Arthur P. Schalick High School,368,87,2018-2019,39.528922,-75.163009
-75.0876830003582,39.5005520002761,58252,341311005082,Norma Elementary School,277,88,2018-2019,39.500552,-75.087683
-75.1559170001642,39.5482599997077,58253,341311005084,Olivet Elementary School,406,89,2018-2019,39.54826,-75.155917
-75.163047999585,39.5259059995786,58254,341311006056,Pittsgrove Township Middle School,361,86,2018-2019,39.525906,-75.163048
-74.5272609998853,39.4060620000205,58270,341320000192,Pleasantville High School,153,40,2018-2019,39.406062,-74.527261
-74.5263519998328,39.3927649997003,58271,341320000194,Washington Avenue Elementary School,137,30,2018-2019,39.392765,-74.526352
-74.5097380001562,39.4089170004433,58272,341320000198,Leeds Avenue Elementary School,177,39,2018-2019,39.408917,-74.509738
-74.5186890003009,39.3965610002432,58273,341320000200,North Main Street Elementary School,123,26,2018-2019,39.396561,-74.518689
-74.5289369998132,39.3854099995702,58274,341320000202,South Main Street Elementary School,153,28,2018-2019,39.38541,-74.528937
-74.5269140004575,39.4076519997113,58275,341320000219,Pleasantville Middle School,165,48,2018-2019,39.407652,-74.526914
-74.5269239994814,39.3896239997564,58276,341320003001,Decatur Avenue Early Childhood Center,144,32,2018-2019,39.389624,-74.526924
-74.5289729996219,40.0797799999869,58277,341323000167,New Egypt Middle School,564,122,2018-2019,40.07978,-74.528973
-74.5305219998054,40.0805299995465,58278,341323000341,New Egypt High School,568,123,2018-2019,40.08053,-74.530522
-74.5285610001758,40.0821399997919,58279,341323000560,New Egypt Primary School,585,114,2018-2019,40.08214,-74.528561
-74.5270209995079,40.0711200002335,58280,341323004688,Dr. Gerald H. Woehr Elementary School,483,132,2018-2019,40.07112,-74.527021
-74.4947560003857,39.5206969996218,58292,341338000204,Port Republic Elementary School,450,96,2018-2019,39.520697,-74.494756
-75.4111839994072,39.5430460000679,58300,341350005086,Quinton Township School,342,95,2018-2019,39.543046,-75.411184
-74.7828489999846,40.0028990004598,58314,341362001230,Rancocas Valley Regional High School,426,80,2018-2019,40.002899,-74.782849
-74.9552190003582,40.0341880004482,58365,341401000085,Riverside Middle School,267,58,2018-2019,40.034188,-74.955219
-74.9552709995698,40.0342270000397,58366,341401001234,Riverside High School,264,58,2018-2019,40.034227,-74.955271
-74.955192000208,40.0341509996693,58367,341401001236,Riverside Elementary School,273,58,2018-2019,40.034151,-74.955192
-75.0129019993434,40.0114240002596,58368,341404001238,Riverton School,515,72,2018-2019,40.011424,-75.012902
-75.0791100004425,39.8494110005277,58403,341443001650,Aline Bingham Elementary School,360,76,2018-2019,39.849411,-75.07911
-75.0713119997932,39.8518490002481,58404,341443001652,Grade Downing Elementary School,343,72,2018-2019,39.851849,-75.071312
-75.0825959995423,39.8515769998792,58405,341443001654,Mary E. Volz Elementary School,326,75,2018-2019,39.851577,-75.082596
-75.4681820000185,39.5650580003248,58417,341455005090,Salem High School,156,45,2018-2019,39.565058,-75.468182
-75.4694769994373,39.5667270001166,58418,341455005092,John Fenwick Academy,151,44,2018-2019,39.566727,-75.469477
-75.4686200001297,39.569771999767,58419,341455005094,Salem Middle School,153,39,2018-2019,39.569772,-75.46862
-75.3664629999939,39.6285039996987,58420,341458005098,Salem County Career and Technical High School,409,119,2018-2019,39.628504,-75.366463
-74.0780390001631,39.9462959996281,58438,341479004706,Hugh J. Boyd Jr. Elementary School,399,85,2018-2019,39.946296,-74.078039
-74.7447590002432,39.7976589999633,58443,341488001240,Indian Mills Elementary School,469,91,2018-2019,39.797659,-74.744759
-74.7654440002446,39.8182280002701,58444,341488006103,Indian Mills Memorial School,442,74,2018-2019,39.818228,-74.765444
-75.0208909995645,39.8499119996555,58447,341500001660,Somerdale Park School,292,91,2018-2019,39.849912,-75.020891
-74.5892539996853,39.3243090002026,58448,341503000208,Dawes Avenue Elementary School,291,105,2018-2019,39.324309,-74.589254
-74.6068300000676,39.3200820004431,58449,341503000210,Jordan Road Elementary School,370,107,2018-2019,39.320082,-74.60683
-74.5966969997338,39.3158769998829,58450,341503000533,New York Avenue Elementary School,262,83,2018-2019,39.315877,-74.596697
-75.2665609997549,39.6894490003911,58469,341527002628,SOUTH HARRISON TOWNSHIP ELEMENTARY SCHOOL,645,82,2018-2019,39.689449,-75.266561
-74.7459130002568,39.9354140003207,58492,341542000127,Southampton Township School #3,448,158,2018-2019,39.935414,-74.745913
-74.7480350003136,39.9354669997458,58493,341542001242,Southampton Township School #1,438,154,2018-2019,39.935467,-74.748035
-74.7459500003148,39.9351829998271,58494,341542006035,Southampton Township School #2,449,157,2018-2019,39.935183,-74.74595
-75.0654330001803,39.6083129996824,58495,341545002630,Delsea Regional High School,385,54,2018-2019,39.608313,-75.065433
-75.0613239997453,39.6099950004051,58496,341545006060,Delsea Regional Middle School,389,57,2018-2019,39.609995,-75.061324
-74.2539650001109,39.71200199988,58497,341548004710,Southern Regional High School,490,91,2018-2019,39.712002,-74.253965
-74.2566810004009,39.7082369999807,58498,341548005944,Southern Regional Middle School,449,78,2018-2019,39.708237,-74.256681
-74.7027769996931,40.0363069996274,58515,341566001244,Springfield Township School,371,120,2018-2019,40.036307,-74.702777
-74.2806569994539,39.7418920000938,58516,341569000343,Ocean Acres Elementary School,415,75,2018-2019,39.741892,-74.280657
-74.2834070004795,39.702742000279,58517,341569000796,Ronald L. Meinders Primary Learning Center,386,77,2018-2019,39.702742,-74.283407
-74.2564560005177,39.7022339999365,58518,341569004716,Oxycocus Elementary School,435,71,2018-2019,39.702234,-74.256456
-74.2835350004008,39.7026910000838,58519,341569004718,McKinley Avenue Elementary School,386,78,2018-2019,39.702691,-74.283535
-74.2834080002373,39.7027229997829,58520,341569006073,Stafford Intermediate School,386,77,2018-2019,39.702723,-74.283408
-74.7586040004171,39.0560060001441,58523,341581001754,Stone Harbor Elementary School,459,90,2018-2019,39.056006,-74.758604
-75.34413100039,39.4532099999034,58524,341584001890,Stow Creek Township School,384,91,2018-2019,39.45321,-75.344131
-75.0316609996907,39.8299659998242,58525,341587001666,Parkivew Elementary School,533,144,2018-2019,39.829966,-75.031661
-75.0190229998199,39.8320670002072,58526,341587001670,Samuel S. Yellin Elementary School,241,67,2018-2019,39.832067,-75.019023
-75.3134669996243,39.7463840001439,58540,341599000184,MARGARET C CLIFFORD SCHOOL,375,71,2018-2019,39.746384,-75.313467
-75.3340869998272,39.7433820003224,58541,341599000709,GOVERNOR CHARLES C STRATTON,607,85,2018-2019,39.743382,-75.334087
-75.316200000407,39.7423079996612,58542,341599002634,WALTER HILL SCHOOL,434,64,2018-2019,39.742308,-75.3162
-75.3416629999361,39.7209119996189,58543,341599002995,GENERAL CHARLES G. HARKER SCHOOL,674,102,2018-2019,39.720912,-75.341663
-74.7099369997859,39.8464530001768,58544,341602001250,Tabernacle Elementary School,436,129,2018-2019,39.846453,-74.709937
-74.7069999997781,39.8479279997887,58545,341602005946,Kenneth R. Olson Middle School,427,127,2018-2019,39.847928,-74.707
-74.2254939998931,40.027571000174,58564,341623000345,Joseph A. Citta Elementary School,441,70,2018-2019,40.027571,-74.225494
-74.2060889994826,39.9152230000547,58565,341623000555,Toms River Intermediate School South,326,40,2018-2019,39.915223,-74.206089
-74.1960409999107,39.9850200001215,58566,341623004722,Toms River High School North,377,128,2018-2019,39.98502,-74.196041
-74.1950409994237,39.9570300001039,58567,341623004724,Toms River High School South,385,164,2018-2019,39.95703,-74.195041
-74.166189000412,39.9968070001855,58568,341623004726,Toms River Intermediate School East,451,77,2018-2019,39.996807,-74.166189
-74.2016160003663,39.9925710004544,58569,341623004728,Toms River Intermediate School North,508,155,2018-2019,39.992571,-74.201616
-74.1698439995852,39.9687060002933,58570,341623004730,Cedar Grove Elementary School,493,71,2018-2019,39.968706,-74.169844
-74.1490850000757,39.9650219995652,58571,341623004732,East Dover Elementary School,458,100,2018-2019,39.965022,-74.149085
-74.1702590001944,39.99476400019,58572,341623004734,Hooper Avenue Elementary School,454,84,2018-2019,39.994764,-74.170259
-74.1970650005716,40.0176709999777,58573,341623004736,North Dover Elementary School,608,102,2018-2019,40.017671,-74.197065
-74.1795729997065,39.9355209996504,58574,341623004738,Pine Beach Elementary School,362,74,2018-2019,39.935521,-74.179573
-74.1397189998663,40.0077049995906,58575,341623004740,Silver Bay Elementary School,447,70,2018-2019,40.007705,-74.139719
-74.2116270002808,39.9404720001921,58576,341623004742,South Toms River Elementary School,235,77,2018-2019,39.940472,-74.211627
-74.1962739996473,39.9692840000612,58577,341623004744,Walnut Street Elementary School,248,107,2018-2019,39.969284,-74.196274
-74.1713950004662,39.9551339998468,58578,341623004746,Washington Street Elementary School,537,100,2018-2019,39.955134,-74.171395
-74.2324640003837,39.9719549996396,58579,341623004748,West Dover Elementary School,366,161,2018-2019,39.971955,-74.232464
-74.14216399939,39.9645080002041,58580,341623005919,Toms River High School East,437,120,2018-2019,39.964508,-74.142164
-74.192248000549,39.9231779999274,58581,341623006037,Beachwood Elementary School,328,36,2018-2019,39.923178,-74.192248
